statement,timestamp,link
Rising interest rates are a good sign for stocks,07:26AM,https://finance.yahoo.com/news/stock-market-implications-rising-interest-rates-morning-brief-105525383.html
U.S. could send $1^400 COVID bill payments within days; child tax credit a bigger challenge,07:24AM,https://www.reuters.com/article/us-usa-biden-stimulus-payments/u-s-could-send-1400-covid-bill-payments-within-days-child-tax-credit-a-bigger-challenge-idUSKBN2B017S
UPDATE 1-Exor puts best foot forward with 24% stake in Louboutin,07:20AM,https://www.reuters.com/article/louboutin-ma-exor/update-1-exor-puts-best-foot-forward-with-24-stake-in-louboutin-idUSL1N2L60K0
UPDATE 1-Bill Gates-backed Evolv to go public via blank-check merger in $1.7 bln deal,07:20AM,https://www.reuters.com/article/evolv-ma-newhold-inv/update-1-bill-gates-backed-evolv-to-go-public-via-blank-check-merger-in-1-7-bln-deal-idUSL4N2L62TI
UPDATE 3-Panasonic to buy Blue Yonder for $6.5 bln in biggest deal since 2011 - Nikkei,07:20AM,https://www.reuters.com/article/blueyonder-ma-panasonic/update-3-panasonic-to-buy-blue-yonder-for-6-5-bln-in-biggest-deal-since-2011-nikkei-idUSL1N2L60HN
Stock Market Turbulence Continues as Bond Yields Climb: Live Updates,07:19AM,https://www.nytimes.com/live/2021/03/08/business/stock-market-today/
Amazon-Backed Deliveroo Plans IPO^ Testing London's Big Tech Appetite,07:19AM,https://www.wsj.com/articles/amazon-backed-deliveroo-plans-ipo-testing-londons-appetite-for-big-tech-11615205988
Apollo to buy Athene for a 16.5% premium^ in a deal valued at $11 billion,07:16AM,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/pxDQL1NEvzI/story.aspx
London IPOs Ride Toward Record First Quarter With Deliveroo,07:15AM,https://www.bloomberg.com/news/articles/2021-03-08/london-ipos-ride-toward-record-first-quarter-with-deliveroo?srnd=markets-vp
McAfee to sell enterprise business to Symphony Technology-backed consortium for $4 billion in cash,07:11AM,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/NAfN1xkZ0rI/story.aspx
UPDATE 1-Sterling strengthens; speculators' long position hits three-year high,07:10AM,https://www.reuters.com/article/britain-sterling/update-1-sterling-strengthens-speculators-long-position-hits-three-year-high-idUSL1N2L60PQ
Bill Gates-backed crowd safety firm Evolv to go public via blank-check merger in $1.7 bln deal,07:10AM,https://www.reuters.com/article/evolv-ma-newhold-inv/bill-gates-backed-crowd-safety-firm-evolv-to-go-public-via-blank-check-merger-in-1-7-bln-deal-idUSL4N2L62QI
Disney^ Tesla^ General Electric: What to Watch When the Stock Market Opens Today,07:07AM,https://www.wsj.com/articles/disney-tesla-general-electric-what-to-watch-when-the-stock-market-opens-today-11615205258
Everything You Need to Know About Non-Fungible Tokens,07:05AM,https://www.wsj.com/articles/nfts-explained-whats-driving-prices-for-lebron-james-and-kings-of-leon-digital-collectibles-11615205133
FOREX-Dollar perched at 3-1/2 month highs on firmer U.S. yields,07:04AM,https://www.reuters.com/article/global-forex/forex-dollar-perched-at-3-1-2-month-highs-on-firmer-u-s-yields-idUSL1N2L60Q3
Lumentum has 4 days to match II-VI's rival buyout bid for Coherent,07:01AM,http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/EhUJGaa96X0/story.aspx
Big Power Companies in Texas May Clean Up From Storm,07:00AM,https://www.wsj.com/articles/big-power-companies-in-texas-may-clean-up-from-storm-11615204812
As IMF Talks Bog Down^ Argentine Bonds Plunge Toward 30 Cents,07:00AM,https://www.bloomberg.com/news/articles/2021-03-08/as-imf-talks-bog-down-argentine-bonds-plunge-toward-30-cents?srnd=markets-vp
FACTBOX-Sanjeev Gupta-owned GFG's steel and aluminium assets,06:54AM,https://www.reuters.com/article/britain-greensill-gfg-assets/factbox-sanjeev-gupta-owned-gfgs-steel-and-aluminium-assets-idUSL5N2L34NW
UPDATE 1-DuPont to buy Laird Performance Materials for $2.3 bln,06:49AM,https://www.reuters.com/article/laird-performance-materials-ma-dupont-de/update-1-dupont-to-buy-laird-performance-materials-for-2-3-bln-idUSL4N2L62PM
UPDATE 1-ECB caution keeps euro zone bond yields in check as U.S. yields^ oil rise,06:39AM,https://www.reuters.com/article/eurozone-bonds/update-1-ecb-caution-keeps-euro-zone-bond-yields-in-check-as-u-s-yields-oil-rise-idUSL1N2L60L7
DuPont to buy Laird Performance Materials for $2.3 bln,06:39AM,https://www.reuters.com/article/laird-performance-materials-ma-dupont-de/dupont-to-buy-laird-performance-materials-for-2-3-bln-idUSL4N2L62P5
JD Needs a Speedy Logistics IPO,06:35AM,https://www.wsj.com/articles/jd-needs-a-speedy-logistics-ipo-11615203352
EXCLUSIVE-Eni could list minority stake in new retail-renewable business - source,06:34AM,https://www.reuters.com/article/eni-spinoff/exclusive-eni-could-list-minority-stake-in-new-retail-renewable-business-source-idUSL5N2L35JJ
Five Things You Need to Know to Start Your Day,06:32AM,https://www.bloomberg.com/news/newsletters/2021-03-08/five-things-you-need-to-know-to-start-your-day?srnd=markets-vp
Oracle's Low Bar Is Rising,06:30AM,https://www.wsj.com/articles/oracles-low-bar-is-rising-11615203000
UPDATE 1-Quantum computing provider IonQ to go public via $2 bln SPAC deal,06:29AM,https://www.reuters.com/article/ionq-ma-dmy-technology/update-1-quantum-computing-provider-ionq-to-go-public-via-2-bln-spac-deal-idUSL4N2L62MV
Coherent deems II-VI's $6.2 bln bid superior to Lumentum offer,06:24AM,https://www.reuters.com/article/coherent-ma-ii-vi/coherent-deems-ii-vis-6-2-bln-bid-superior-to-lumentum-offer-idUSL4N2L62L3
Quantum computing provider IonQ to go public through blank-check merger in $2 bln deal,06:14AM,https://www.reuters.com/article/ionq-ma-dmy-technology/quantum-computing-provider-ionq-to-go-public-through-blank-check-merger-in-2-bln-deal-idUSL4N2L62MK
PPC Plans Europe’s First Sustainability Linked High-Yield Bond,06:10AM,https://www.bloomberg.com/news/articles/2021-03-08/ppc-plans-europe-s-first-sustainability-linked-high-yield-bond?srnd=markets-vp
Goldman Sachs Economists See U.S. Jobs Boom as Virus Curbs Ease,06:05AM,https://www.bloomberg.com/news/articles/2021-03-08/goldman-sachs-economists-see-u-s-jobs-boom-as-virus-curbs-ease?srnd=markets-vp
UPDATE 1-German firm Friedrich Vorwerk plans IPO to expand in hydrogen market,05:49AM,https://www.reuters.com/article/mbb-ipo/update-1-german-firm-friedrich-vorwerk-plans-ipo-to-expand-in-hydrogen-market-idUSL1N2L60IL
Chinese Stocks Slide^ With a Major Index in Correction Territory,05:46AM,https://www.wsj.com/articles/chinese-stocks-slide-with-a-major-index-in-correction-territory-11615200391
BOE Governor Bailey Says Risks to U.K. Economy Remain Tilted to the Downside,05:46AM,https://www.bloomberg.com/news/articles/2021-03-08/bailey-says-risks-to-u-k-economy-remain-tilted-to-the-downside?srnd=markets-vp
CEE MARKETS- Currencies extend losses as dollar firms^ COVID-19 cases spread,05:43AM,https://www.reuters.com/article/easteurope-markets/cee-markets-currencies-extend-losses-as-dollar-firms-covid-19-cases-spread-idUSL8N2L623P
Tech Stocks Poised to Decline as Bond Yields Rise,05:40AM,https://www.wsj.com/articles/global-stock-markets-dow-update-03-08-2021-11615192681
UPDATE 1-BoE's Bailey urges "cautionary realism" about post-COVID recovery,05:38AM,https://www.reuters.com/article/health-coronavirus-britain-boe/update-1-boes-bailey-urges-cautionary-realism-about-post-covid-recovery-idUSL8N2L629O
Indian shares flat as HDFC weighs; Muthoot Finance falls,05:34AM,https://www.reuters.com/article/india-stocks/indian-shares-flat-as-hdfc-weighs-muthoot-finance-falls-idUSL4N2L62HC
BoE's Bailey urges "cautionary realism" about post-COVID recovery,05:23AM,https://www.reuters.com/article/health-coronavirus-britain-boe/boes-bailey-urges-cautionary-realism-about-post-covid-recovery-idUSS8N2KO04M
BP staff set to work from home two days a week,05:23AM,https://www.bbc.co.uk/news/business-56319623
China’s Xpeng Reports Shrinking Losses as EV Deliveries Take Off,05:19AM,https://www.bloomberg.com/news/articles/2021-03-08/china-s-xpeng-reports-shrinking-losses-as-ev-deliveries-take-off?srnd=markets-vp
US STOCKS-Nasdaq futures slide 2% on inflation jitters,05:13AM,https://www.reuters.com/article/usa-stocks/us-stocks-nasdaq-futures-slide-2-on-inflation-jitters-idUSL4N2L62ES
Serena Williams says she understood the 'pain and cruelty' suffered by Meghan,05:13AM,https://www.cnn.com/2021/03/08/tennis/serena-williams-meghan-prince-harry-oprah-winfrey-spt-intl/index.html
What's next with the Covid relief bill,05:09AM,https://www.cnn.com/2021/03/08/politics/stimulus-update-house-vote-tuesday/index.html
UPDATE 3-Deliveroo kicks off landmark London IPO after bumper 2020,05:08AM,https://www.reuters.com/article/deliveroo-ipo/update-3-deliveroo-kicks-off-landmark-london-ipo-after-bumper-2020-idUSL1N2L60CJ
UPDATE 1-Banks boost European stocks as recovery hopes grow,05:03AM,https://www.reuters.com/article/europe-stocks/update-1-banks-boost-european-stocks-as-recovery-hopes-grow-idUSL4N2L622H
Texas city-run and rural electric firms face bailout over storm crisis,05:03AM,https://www.reuters.com/article/usa-texas-electricity-debt/texas-city-run-and-rural-electric-firms-face-bailout-over-storm-crisis-idUSL2N2L23L1
Fidelity leads a $376 million investment in Starling^ valuing the UK digital bank at $1.5 billion,05:01AM,https://www.cnbc.com/2021/03/08/uk-digital-bank-starling-valued-at-1point5-billion-after-fidelity-backing.html
Oil Giants Prepare to Put Carbon Back in the Ground,05:00AM,https://www.nytimes.com/2021/03/08/business/carbon-capture-bp.html
UPDATE 3-BOJ deputy governor Amamiya says yields can move more - but not too much,04:53AM,https://www.reuters.com/article/japan-economy-boj/update-3-boj-deputy-governor-amamiya-says-yields-can-move-more-but-not-too-much-idUSL1N2L60AF
Will the internet win? Dave Portnoy puts his weight behind Buzz ETF,04:39AM,https://video.foxbusiness.com/v/6237558869001/
Myanmar military occupies hospitals and universities ahead of mass strike,04:38AM,https://www.cnn.com/2021/03/08/asia/myanmar-military-hospitals-mass-strike-intl-hnk/index.html
UPDATE 1-Bank^ energy stocks lift UK shares as lockdown begins to ease,04:32AM,https://www.reuters.com/article/britain-stocks/update-1-bank-energy-stocks-lift-uk-shares-as-lockdown-begins-to-ease-idUSL4N2L620Z
Sterling rises vs euro; speculators' long position hits three-year high,04:27AM,https://www.reuters.com/article/britain-sterling/sterling-rises-vs-euro-speculators-long-position-hits-three-year-high-idUSL1N2L60HO
China’s Yuan Erases 2021 Gain as Dollar Rises With U.S. Yield,04:23AM,https://www.bloomberg.com/news/articles/2021-03-08/china-s-yuan-erases-2021-gain-as-dollar-rises-with-u-s-yield?srnd=markets-vp
UA Cinemas Shuts Down Hong Kong Theater Chain After 36 Years,04:17AM,https://www.bloomberg.com/news/articles/2021-03-08/ua-cinemas-shuts-down-hong-kong-theater-chain-after-36-years?srnd=markets-vp
Commodities Trading Far Outstrips Tourism New Swiss Stats Show,04:17AM,https://www.bloomberg.com/news/articles/2021-03-08/commodities-trading-far-outstrips-tourism-new-swiss-stats-show?srnd=markets-vp
GLOBAL MARKETS-World shares ease as yields and oil ring inflation alarm,04:02AM,https://www.reuters.com/article/global-markets/global-markets-world-shares-ease-as-yields-and-oil-ring-inflation-alarm-idUSL1N2L60FF
Norwegian Billionaire Jumps On Crypto Bandwagon^ Predicts One Bitcoin Worth "Millions Of Dollars",08:47AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/fwqWPL_D2oo/norwegian-billionaire-jumps-crypto-bandwagon-predicts-one-bitcoin-worth-millions-dollars
Seven High Frequency Indicators for the Economy,08:33AM,http://feedproxy.google.com/~r/CalculatedRisk/~3/9JbkfEWqKQE/seven-high-frequency-indicators-for_8.html
Which Comes First^ Eclectic Car Acceptance or the End of Car Dealerships?,08:30AM,https://www.thestreet.com/mishtalk/economics/which-comes-first-eclectic-car-acceptance-or-the-end-of-car-dealerships
"Balls To The Wall" 2.0 - David Tepper Turns Bullish On Stocks^ Sees Bonds Stabilizing,08:29AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/OENdJfKkiQo/balls-wall-20-david-tepper-turns-bullish-stocks-sees-bonds-stabilizing
Should High Achieving Traders Try To Live A Balanced Life?,08:28AM,http://traderfeed.blogspot.com/2021/03/should-high-achieving-traders-try-to.html
Panasonic Moves Into Supply Chain Software With Reported $6.5 Billion Acquisition Of Blue Yonder,08:17AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/zegKQqP6NY4/panasonic-moves-supply-chain-software-reported-65-billion-acquisition-blue-yonder
Hedge Fund CIO: Jerome Is Unlikely To Be Around For When Everything Comes Crashing Down,08:03AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/uDc-NKdKpkw/hedge-fund-cio-jerome-unlikely-be-around-when-everything-comes-crashing-down
Nasdaq Futures Tumbles As Value Surge Makes Europe A Sea Of Green,07:47AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/tlSXLB_A3Bo/nasdaq-futures-tumbles-value-surge-makes-europe-sea-green
More Fiscal Stimulus in the United States – Is It Needed?,07:42AM,https://vantagepointtrading.com/news/more-fiscal-stimulus-in-the-united-states-is-it-needed/
Apple – The Undisputed Tech King,06:39AM,https://vantagepointtrading.com/news/apple-the-undisputed-tech-king/
Hickman: A Signal To Buy 30-Year Bonds,06:30AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/AoiVMuWRNno/hickman-signal-buy-30-year-bonds
Daily Market Recap for 08/03/2021: USD rallies on better than expected NFP data,05:55AM,https://vantagepointtrading.com/news/daily-market-recap-for-08-03-2021-usd-rallies-on-better-than-expected-nfp-data/
"Betting On A Dream": Could Tesla Be The Canary In The ETF Liquidity Coal Mine?,05:45AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/0gtp4H1MVpI/betting-dream-could-tesla-be-canary-etf-liquidity-coal-mine
Super Fast Commodity Price Cycle Is A Harbinger Of Sudden Jump In Inflation,05:00AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/BRARLvgowTs/super-fast-commodity-price-cycle-harbinger-sudden-jump-inflation
Putin & Assad's Revenge: Ballistic Missiles Pummel "Stolen" Syrian Oil Convoy & Refinery,04:15AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/sZavq_YKAfY/putin-assads-revenge-ballistic-missiles-pummel-stolen-oil-convoy-refinery-near-turkish
Another Market Paradox: Wall Street Struggles To Explain Record Equity Inflows Amid Stock Turmoil,03:55AM,http://feedproxy.google.com/~r/zerohedge/feed/~3/T-8p5T3-2mQ/another-market-paradox-wall-street-struggles-explain-record-equity-inflows-amid-stock
Small Speculators Pile Into Treasury Shorts^ Is a Short Squeeze Coming?,Mar-07,https://www.thestreet.com/mishtalk/economics/small-speculators-pile-into-treasury-shorts-is-a-short-squeeze-coming
Sunday Night Futures,Mar-07,http://feedproxy.google.com/~r/CalculatedRisk/~3/6Ud5Ei4who8/sunday-night-futures.html
March 7 COVID-19 Test Results and Vaccinations; Over 90 Million Doses Administered,Mar-07,http://feedproxy.google.com/~r/CalculatedRisk/~3/GXFY0yjEBls/march-7-covid-19-test-results-and.html
Indices find support on bullish 'hammers',Mar-07,http://feedproxy.google.com/~r/FallondStockPicks/~3/cYMNy9F6rsg/indices-find-support.html
Man Makes $300^000 Racking up $6.4 Million in Credit-Card Charges,Mar-07,https://www.thestreet.com/mishtalk/economics/man-makes-300000-racking-up-6-4-million-in-credit-card-charges
Sunday links: toxic impulses,Mar-07,http://feedproxy.google.com/~r/abnormalreturns/~3/2GeFADXocjs/
The Employment Situation is Far Worse than the Unemployment Rate Indicates,Mar-07,http://feedproxy.google.com/~r/CalculatedRisk/~3/AQV6zzQdoxI/the-employment-situation-is-far-worse.html
Stimulus (Sentiment) Sunday  – The America Rescue Plan.,Mar-07,https://howardlindzon.com/stimulus-sentiment-sunday-the-america-rescue-plan/
Top clicks this week on Abnormal Returns,Mar-07,http://feedproxy.google.com/~r/abnormalreturns/~3/CaBvV3P8TDI/
March 6 COVID-19 Test Results and Vaccinations,Mar-06,http://feedproxy.google.com/~r/CalculatedRisk/~3/ODafJeIOQQM/march-6-covid-19-test-results-and.html
Mask Burning Rally in Idaho^ What My Shot Was Like^ Business Reopening Decisions,Mar-06,https://www.thestreet.com/mishtalk/economics/mask-burning-rally-in-idaho-what-my-shot-was-like-business-reopening-decisions
Best REITs On Sale,Mar-06,https://seekingalpha.com/article/4411996-best-reits-on-sale?source=feed_tag_editors_picks
Royal Gold: A High-Margin Business At A Reasonable Price,Mar-06,https://seekingalpha.com/article/4411995-royal-gold-high-margin-business-reasonable-price?source=feed_tag_editors_picks
Twitter Stock: Wait For A Better Entry Price,Mar-06,https://seekingalpha.com/article/4411987-twitter-wait-for-better-entry-price?source=feed_tag_editors_picks
REITs Cool On Overheating Fears,Mar-06,https://seekingalpha.com/article/4411992-reits-cool-on-overheating-fears?source=feed_tag_editors_picks
A $1.9 Trillion Compromise Just Passed the Senate by Slimmest of Margins,Mar-06,https://www.thestreet.com/mishtalk/economics/a-1-9-trillion-compromise-just-passed-the-senate-by-slimmest-of-margins
PostNL Now Yields 8% As The Dividend Is Returning A Year Ahead Of Schedule,Mar-06,https://seekingalpha.com/article/4411942-postnl-now-yields-8-dividend-is-returning-year-ahead-of-schedule?source=feed_tag_editors_picks
Saturday links: fear of failure,Mar-06,http://feedproxy.google.com/~r/abnormalreturns/~3/h4GOYBeqhEs/
Paying 2 and 20…There Is A Time And A Place,Mar-06,https://howardlindzon.com/paying-2-and-20-there-is-a-time-and-a-place/
Coronavirus links: whatever vaccine available,Mar-06,http://feedproxy.google.com/~r/abnormalreturns/~3/3NmmdNwu-wE/
Schedule for Week of March 7^ 2021,Mar-06,http://feedproxy.google.com/~r/CalculatedRisk/~3/7kXyHDQUbm0/schedule-for-week-of-march-7-2021.html
March 5 COVID-19 Test Results and Vaccinations: 85 Million Doses Given So Far,Mar-05,http://feedproxy.google.com/~r/CalculatedRisk/~3/kBe3TQ6wFDI/march-5-covid-19-test-results-and.html
Declare Victory in Afghanistan and Get the Hell Out Now!,Mar-05,https://www.thestreet.com/mishtalk/economics/declare-victory-in-afghanistan-and-get-the-hell-out-now
Q1 GDP Forecasts: Around 5.5% SAAR,Mar-05,http://feedproxy.google.com/~r/CalculatedRisk/~3/MWgQkm0AuYA/q1-gdp-forecasts-around-55-saar.html
Berkshire Hathaway Stock: Great Company^ Good Price And A Potential Portfolio Anchor,Mar-05,https://seekingalpha.com/article/4411884-berkshire-hathaway-stock-is-it-worth-investing-in?source=feed_tag_editors_picks
Friday links: convertible craziness,Mar-05,http://feedproxy.google.com/~r/abnormalreturns/~3/hK-DUGKm86Y/
The Labor Force Adjusted Unemployment Rate is Still 10%,Mar-05,https://www.thestreet.com/mishtalk/economics/the-labor-force-adjusted-unemployment-rate-is-still-10
AAR: February Rail Carloads down 11.1% YoY^ Intermodal Up 1.8% YoY,Mar-05,http://feedproxy.google.com/~r/CalculatedRisk/~3/d3BNlFLCJxw/aar-february-rail-carloads-down-111-yoy.html
NaturalShrimp: Years Of Trials And Tribulations Has Led To This Moment,Mar-05,https://seekingalpha.com/article/4411779-naturalshrimp-years-of-trials-and-tribulations-led-to-this-moment?source=feed_tag_editors_picks
Private Payroll Rise a Whopping 465^000 and the Unemployment Rate Dips Slightly,Mar-05,https://www.thestreet.com/mishtalk/economics/private-payroll-rise-a-whopping-465000-and-the-unemployment-rate-dips-slightly
Palantir: A Consideration Of Competency,Mar-05,https://seekingalpha.com/article/4411775-palantir-consideration-of-competency?source=feed_tag_editors_picks
Nano-X Imaging Ltd.: Bullish On Innovative 'X-Ray As-A-Service' Potential,Mar-05,https://seekingalpha.com/article/4411760-nano-x-imaging-ltd-bullish-on-innovative-x-ray-service-potential?source=feed_tag_editors_picks
How I Built A Tax-Free Portfolio With 15% Annualized Returns,Mar-05,https://seekingalpha.com/article/4411773-how-i-built-tax-free-portfolio-15-annualized-returns?source=feed_tag_editors_picks
Trade Deficit Increased to $68.2 Billion in January,Mar-05,http://feedproxy.google.com/~r/CalculatedRisk/~3/rJV6fxiRLAg/trade-deficit-increased-to-682-billion.html
Podcast links: talking SPAC,Mar-05,http://feedproxy.google.com/~r/abnormalreturns/~3/xV8dVX59Buw/
SPAC Week – Why So Many SPACs And Why They Are Good?,Mar-05,https://howardlindzon.com/spac-week-why-so-many-spacs-and-why-they-are-good/
U.S. Treasury Yields Rise Spooks Financial Market Participants,Mar-05,https://vantagepointtrading.com/news/u-s-treasury-yields-rise-spooks-financial-market-participants/
Weekly Market Recap for 05/03/2021: Powell Hits U.S. Stocks^ Dax Holds^ USD Rallies,Mar-05,https://vantagepointtrading.com/news/weekly-market-recap-for-05-03-2021-powell-hits-u-s-stocks-dax-holds-usd-rallies/
Fed Hubris: Housing Prices Show the Fed is Making the Same Mistake,Mar-04,https://www.thestreet.com/mishtalk/economics/housing-and-asset-bubbles-show-the-fed-is-making-the-same-mistake
Powell Confirms Easy Money Until the Cows Come Home,Mar-04,https://www.thestreet.com/mishtalk/economics/powell-confirms-easy-money-until-the-cows-come-home
Thursday links: a new status symbol,Mar-04,http://feedproxy.google.com/~r/abnormalreturns/~3/LejAZ9zJads/
Longform links: a natural calamity,Mar-04,http://feedproxy.google.com/~r/abnormalreturns/~3/FkvCWH9knUU/
SPAC Week…SPACs Are Here To Stay This Time…BUT….,Mar-04,https://howardlindzon.com/spac-week-spacs-are-here-to-stay-this-time/
Will the Fed Hike Sooner Than Expected?,Mar-04,https://vantagepointtrading.com/news/will-the-fed-hike-sooner-than-expected/
